"Название товара","Ссылка на продавца","Ссылка на чат"
"Sandalias CROCS Mujer","https://es.wallapop.com/item/sandalias-crocs-mujer-872018388","https://es.wallapop.com/app/chat?itemId=v6g23n7mynze"
"Pack de Esqui","https://es.wallapop.com/item/pack-de-esqui-872017761","https://es.wallapop.com/app/chat?itemId=pj950qn82vze"
"bolso","https://es.wallapop.com/item/bolso-872017484","https://es.wallapop.com/app/chat?itemId=9jd2148gkl6k"
"Abrigo de leopardo","https://es.wallapop.com/item/abrigo-de-leopardo-872015541","https://es.wallapop.com/app/chat?itemId=wzvndv2om1jl"
"Botas fútbol tacos kipsta ","https://es.wallapop.com/item/botas-futbol-tacos-kipsta-872016981","https://es.wallapop.com/app/chat?itemId=xzorwoxy35z9"
"Nike tech negro","https://es.wallapop.com/item/nike-tech-negro-872016662","https://es.wallapop.com/app/chat?itemId=4z4123075lzy"
" Zapatillas de deporte","https://es.wallapop.com/item/zapatillas-de-deporte-872016171","https://es.wallapop.com/app/chat?itemId=ejkknwpl19jx"
"Cartera GUESS ","https://es.wallapop.com/item/cartera-guess-872015175","https://es.wallapop.com/app/chat?itemId=nz001xre43zo"
"Zapatillas Louis Vuitton Originales ","https://es.wallapop.com/item/zapatillas-louis-vuitton-originales-872014517","https://es.wallapop.com/app/chat?itemId=wzvndv2py4jl"
"Calzado ","https://es.wallapop.com/item/calzado-872014519","https://es.wallapop.com/app/chat?itemId=vjrrmv4gd4jk"
"Chándal Nike azul ","https://es.wallapop.com/item/chandal-nike-azul-872014492","https://es.wallapop.com/app/chat?itemId=wzy5gvywl5j5"
"Arcteryx Beta AR","https://es.wallapop.com/item/arcteryx-beta-ar-872014061","https://es.wallapop.com/app/chat?itemId=pj950qn2nmze"
"NIKE TERRASCAPE PLUS","https://es.wallapop.com/item/nike-terrascape-plus-872014029","https://es.wallapop.com/app/chat?itemId=qjwpgv2w4kzo"
"Tenis Nike ","https://es.wallapop.com/item/tenis-nike-872014010","https://es.wallapop.com/app/chat?itemId=8j3ekopw4yz9"
"Maleta niño Star Wars","https://es.wallapop.com/item/maleta-nino-star-wars-872013745","https://es.wallapop.com/app/chat?itemId=3zl1px0w34jx"
