"Название товара","Ссылка на продавца","Ссылка на чат"
"bmx perfecta ya no la uso","https://es.wallapop.com/item/bmx-perfecta-ya-no-la-uso-871102325","https://es.wallapop.com/app/chat?itemId=mzn8707de2zn"
"Maquillaje ","https://es.wallapop.com/item/maquillaje-871102322","https://es.wallapop.com/app/chat?itemId=8z84p2pdr163"
"chica","https://es.wallapop.com/item/chica-871102861","https://es.wallapop.com/app/chat?itemId=pj950v0wx0ze"
"zapatos callagan","https://es.wallapop.com/item/zapatos-callagan-871102853","https://es.wallapop.com/app/chat?itemId=qjwpgqg374zo"
"botas lange XT 120 FREE talla 25.5","https://es.wallapop.com/item/botas-lange-xt-120-free-talla-25-5-871102943","https://es.wallapop.com/app/chat?itemId=vjrrm1mwxljk"
"sillas  de cafeteria","https://es.wallapop.com/item/sillas-de-cafeteria-871102925","https://es.wallapop.com/app/chat?itemId=mzn8707np2zn"
"Barra de Madera muy versátil","https://es.wallapop.com/item/barra-de-madera-muy-versatil-871102918","https://es.wallapop.com/app/chat?itemId=x6qd1x17n5jy"
"zapatillas adidas ","https://es.wallapop.com/item/zapatillas-adidas-871102971","https://es.wallapop.com/app/chat?itemId=ejkkn5nyn9jx"
"Fifa 23 Edicion Limitada","https://es.wallapop.com/item/fifa-23-edicion-limitada-871102962","https://es.wallapop.com/app/chat?itemId=4z412q253mzy"
"Mueble recibidor de forja","https://es.wallapop.com/item/mueble-recibidor-de-forja-871102957","https://es.wallapop.com/app/chat?itemId=xzorw7wpowz9"
"estinctores","https://es.wallapop.com/item/estinctores-871102955","https://es.wallapop.com/app/chat?itemId=p61ymqmg1d65"
"COCHE PARA BEBÉ ","https://es.wallapop.com/item/coche-para-bebe-871102708","https://es.wallapop.com/app/chat?itemId=qzmy0p054yzv"
"Falsa tablas ","https://es.wallapop.com/item/falsa-tablas-871102704","https://es.wallapop.com/app/chat?itemId=w67ynkn0d86x"
"maquina de cocer","https://es.wallapop.com/item/maquina-de-cocer-871102693","https://es.wallapop.com/app/chat?itemId=3zl1pnpy4pjx"
"juego River Dragon","https://es.wallapop.com/item/juego-river-dragon-871103248","https://es.wallapop.com/app/chat?itemId=e65gd9d0mkjo"
"Cara Minnie Mause","https://es.wallapop.com/item/cara-minnie-mause-871103208","https://es.wallapop.com/app/chat?itemId=qzmy0p052gzv"
"Helicóptero / Dron con radio control","https://es.wallapop.com/item/helicoptero-dron-con-radio-control-871102589","https://es.wallapop.com/app/chat?itemId=wzvndqdp14jl"
"Decoración (cachimba)","https://es.wallapop.com/item/decoracion-cachimba-871103418","https://es.wallapop.com/app/chat?itemId=x6qd1x10vejy"
"Krups Nescafé Dolce Gusto Oblo KP 1108 -","https://es.wallapop.com/item/krups-nescafe-dolce-gusto-oblo-kp-1108-871103407","https://es.wallapop.com/app/chat?itemId=p61ymqmr5565"
"Casco de moto","https://es.wallapop.com/item/casco-de-moto-871103403","https://es.wallapop.com/app/chat?itemId=nz001y1qrvzo"
"Zapato de Salón","https://es.wallapop.com/item/zapato-de-salon-871103378","https://es.wallapop.com/app/chat?itemId=nzx0gqgke5z2"
"Conjunto de sofás 3 y 2 plazas","https://es.wallapop.com/item/conjunto-de-sofas-3-y-2-plazas-871103366","https://es.wallapop.com/app/chat?itemId=x6qd1x10mojy"
"Cama nido blanca","https://es.wallapop.com/item/cama-nido-blanca-871103100","https://es.wallapop.com/app/chat?itemId=e65gd9dno2jo"
"cuadros","https://es.wallapop.com/item/cuadros-871102672","https://es.wallapop.com/app/chat?itemId=e65gd9dnmkjo"
"Muñeca negrita baby born ","https://es.wallapop.com/item/muneca-negrita-baby-bien-871102877","https://es.wallapop.com/app/chat?itemId=qjwpgqg3q4zo"
"Zapatillas Converse","https://es.wallapop.com/item/zapatillas-converse-871103479","https://es.wallapop.com/app/chat?itemId=p61ymqmre565"
"Casco Bicicleta","https://es.wallapop.com/item/casco-bicicleta-871103458","https://es.wallapop.com/app/chat?itemId=8j3ekrknr2z9"
"zapatos ots número 19","https://es.wallapop.com/item/zapatos-ots-numero-19-871103457","https://es.wallapop.com/app/chat?itemId=xzorw7wn77z9"
"reloj casi usar","https://es.wallapop.com/item/reloj-casi-usar-871103454","https://es.wallapop.com/app/chat?itemId=nzx0gqgkqez2"
"ABRIGO","https://es.wallapop.com/item/abrigo-871102537","https://es.wallapop.com/app/chat?itemId=pj950v09wkze"
"Bicicleta eléctrica mini ","https://es.wallapop.com/item/bicicleta-electrica-mini-871102529","https://es.wallapop.com/app/chat?itemId=qjwpgqg00wzo"
"anillos de matrimonio ","https://es.wallapop.com/item/anillos-de-matrimonio-871102508","https://es.wallapop.com/app/chat?itemId=qzmy0p0kdlzv"
"vendo juego para ps5 ","https://es.wallapop.com/item/vendo-juego-para-ps5-871102510","https://es.wallapop.com/app/chat?itemId=8j3ekrk1w7z9"
"Pack de juguete de Bebe","https://es.wallapop.com/item/pack-de-juguete-de-bebe-871103120","https://es.wallapop.com/app/chat?itemId=wzy5gqgkkxj5"
"sillón pintado a mano","https://es.wallapop.com/item/sillon-pintado-a-mano-871102480","https://es.wallapop.com/app/chat?itemId=qzmy0p0kxxzv"
"conjunto de Mayoral ","https://es.wallapop.com/item/conjunto-de-mayoral-871102467","https://es.wallapop.com/app/chat?itemId=vjrrm1mg29jk"
"Zapatillas Vans (Negras)","https://es.wallapop.com/item/zapatillas-vans-negras-871102608","https://es.wallapop.com/app/chat?itemId=qzmy0p0kqgzv"
"Batería 12v coche Simply auto 50 Ah 440A","https://es.wallapop.com/item/bateria-12v-coche-simply-auto-50-ah-440a-871102595","https://es.wallapop.com/app/chat?itemId=ejkkn5novrjx"
"chandale Lacoste nuevo sin usarlo ","https://es.wallapop.com/item/chandale-lacoste-nuevo-sin-usarlo-871103282","https://es.wallapop.com/app/chat?itemId=8j3ekrknyyz9"
"billete 20€","https://es.wallapop.com/item/billete-20-871103266","https://es.wallapop.com/app/chat?itemId=x6qd1x10knjy"
"ZAPATILLAS ASICS GEL INFINITY.  T 42,5","https://es.wallapop.com/item/zapatillas-asics-gel-infinity-t-42-5-871102390","https://es.wallapop.com/app/chat?itemId=x6qd1x1e25jy"
"Pantalones negros kimono","https://es.wallapop.com/item/pantalones-negros-kimono-871102388","https://es.wallapop.com/app/chat?itemId=v6g23e3wnlze"
"Pintores Elche","https://es.wallapop.com/item/pintores-elche-871102380","https://es.wallapop.com/app/chat?itemId=qzmy0p0k11zv"
"Dirt scooter","https://es.wallapop.com/item/dirt-scooter-871102370","https://es.wallapop.com/app/chat?itemId=8z84p2pd9163"
"Mostrador de tres modulos","https://es.wallapop.com/item/mostrador-de-tres-modulos-871102369","https://es.wallapop.com/app/chat?itemId=3zl1pnp3x4jx"
"Kirby's Adventure Wii ","https://es.wallapop.com/item/kirby-s-adventure-wii-871102351","https://es.wallapop.com/app/chat?itemId=nz001y1kdrzo"
"Chanclas rosas FILA","https://es.wallapop.com/item/chanclas-rosas-fila-871102752","https://es.wallapop.com/app/chat?itemId=w67ynkn0y86x"
"Monitor Gaming AOC 24G2U/BK","https://es.wallapop.com/item/monitor-gaming-aoc-24g2u-bk-871102739","https://es.wallapop.com/app/chat?itemId=36exmemynvzd"
"Pantalones cortos","https://es.wallapop.com/item/pantalones-cortos-871102730","https://es.wallapop.com/app/chat?itemId=nzx0gqg2y5z2"
