"Название товара","Ссылка на продавца","Ссылка на чат"
"Conjunto Chándal Trapstar ","https://es.wallapop.com/item/conjunto-chandal-trapstar-870451975","https://es.wallapop.com/app/chat?itemId=nz001rlpwrzo"
"zapatillas  nike Air Max plus 3 originales","https://es.wallapop.com/item/zapatillas-nike-air-max-plus-3-originales-870451957","https://es.wallapop.com/app/chat?itemId=xzorwx14xwz9"
"Abrigo militar de doble tipo ","https://es.wallapop.com/item/abrigo-militar-de-doble-tipo-870451883","https://es.wallapop.com/app/chat?itemId=0j23onl73e6y"
"Reloj deportivo nuevo en caja n","https://es.wallapop.com/item/reloj-deportivo-nuevo-en-caja-n-870451869","https://es.wallapop.com/app/chat?itemId=3zl1p0729qjx"
"Botas Negro Estilo Cowboy Mujer","https://es.wallapop.com/item/botas-negro-estilo-cowboy-mujer-870451377","https://es.wallapop.com/app/chat?itemId=qjwpg2n52qzo"
"Cartera pequeña","https://es.wallapop.com/item/cartera-pequena-870451382","https://es.wallapop.com/app/chat?itemId=8j3ekpldplz9"
"Botas altas","https://es.wallapop.com/item/botas-altas-870451355","https://es.wallapop.com/app/chat?itemId=p61ym5l38d65"
"Blusa mujer","https://es.wallapop.com/item/blusa-mujer-870451288","https://es.wallapop.com/app/chat?itemId=v6g23or515ze"
"LUPA RELOJ AUDEMARS PIGUET AP NUEVA ORIGINAL","https://es.wallapop.com/item/lupa-reloj-audemars-piguet-ap-nueva-original-870451280","https://es.wallapop.com/app/chat?itemId=qzmy07wx3ozv"
"Zapato de seguridad Sparco ' 44","https://es.wallapop.com/item/zapato-de-seguridad-sparco-44-870451654","https://es.wallapop.com/app/chat?itemId=nzx0grpn71z2"
"Es una muy buena compra hos la recomiendo","https://es.wallapop.com/item/es-una-muy-buena-compra-hos-la-recomiendo-870451647","https://es.wallapop.com/app/chat?itemId=ejkknp07oqjx"
"Chaqueta corta polipiel","https://es.wallapop.com/item/chaqueta-corta-polipiel-870451580","https://es.wallapop.com/app/chat?itemId=qzmy07wx8lzv"
"Zapatos/Zapatillas Prada Originales Nuevas","https://es.wallapop.com/item/zapatos-zapatillas-prada-originales-nuevas-870451562","https://es.wallapop.com/app/chat?itemId=4z4120l94vzy"
"Reloj guess plata y oro a estrenar ","https://es.wallapop.com/item/reloj-guess-plata-y-oro-a-estrenar-870451558","https://es.wallapop.com/app/chat?itemId=8j3ekpldl7z9"
