"Название товара","Ссылка на продавца","Ссылка на чат"
"Tacones Lidl 42","https://es.wallapop.com/item/tacones-lidl-42-871708475","https://es.wallapop.com/app/chat?itemId=nz001dylkdzo"
"Jersey rayas ","https://es.wallapop.com/item/jersey-rayas-871708446","https://es.wallapop.com/app/chat?itemId=8z84pe2l3863"
"Sudadera Zara","https://es.wallapop.com/item/sudadera-zara-871708317","https://es.wallapop.com/app/chat?itemId=wzvnd3q531jl"
"Bolso + info DM","https://es.wallapop.com/item/bolso---info-dm-871708207","https://es.wallapop.com/app/chat?itemId=p61ymdql5565"
"Camiseta","https://es.wallapop.com/item/camiseta-871708028","https://es.wallapop.com/app/chat?itemId=w67yneknqw6x"
"vestido de flamenca ","https://es.wallapop.com/item/vestido-de-flamenca-871708575","https://es.wallapop.com/app/chat?itemId=nz001dyln3zo"
"chaqueta de auténtica piel","https://es.wallapop.com/item/chaqueta-de-autentica-piel-871709473","https://es.wallapop.com/app/chat?itemId=mzn87p01mgzn"
"Chaqueta Emporio Armani","https://es.wallapop.com/item/chaqueta-emporio-armani-871709445","https://es.wallapop.com/app/chat?itemId=3zl1p5nwdqjx"
"Pantalón cuero de ZARA ","https://es.wallapop.com/item/pantalon-cuero-de-zara-871709408","https://es.wallapop.com/app/chat?itemId=qzmy0npxpozv"
"Collar Tiffany&CO","https://es.wallapop.com/item/collar-tiffany-co-871709257","https://es.wallapop.com/app/chat?itemId=xzorw07mvlz9"
