"Название товара","Ссылка на продавца","Ссылка на чат"
"Nike tn ","https://es.wallapop.com/item/nike-tn-869834488","https://es.wallapop.com/app/chat?itemId=v6g23gw0o5ze"
"Missguided botas con tachuelas y tacón de aguja ta","https://es.wallapop.com/item/missguided-botas-con-tachuelas-y-tacon-de-aguja-ta-869834468","https://es.wallapop.com/app/chat?itemId=wzy5g4wlr2j5"
"Gayumbos azules","https://es.wallapop.com/item/gayumbos-azules-869834359","https://es.wallapop.com/app/chat?itemId=0j23o4xwyn6y"
"Zapatillas Fila","https://es.wallapop.com/item/zapatillas-fila-869833255","https://es.wallapop.com/app/chat?itemId=p61ym40xy565"
"Largos","https://es.wallapop.com/item/largos-869833673","https://es.wallapop.com/app/chat?itemId=mzn872k9ykzn"
"Braga nike ","https://es.wallapop.com/item/braga-nike-869833647","https://es.wallapop.com/app/chat?itemId=ejkkn831lqjx"
"vestido de gasa","https://es.wallapop.com/item/vestido-de-gasa-869833597","https://es.wallapop.com/app/chat?itemId=mzn872k9d7zn"
"Vestido de Novia","https://es.wallapop.com/item/vestido-de-novia-869833521","https://es.wallapop.com/app/chat?itemId=3zl1p82ornjx"
"Wmns Air Jordan 5 Retro “Dunk on Mars”","https://es.wallapop.com/item/wmns-air-jordan-5-retro-dunk-on-mars-869834267","https://es.wallapop.com/app/chat?itemId=vjrrmqgynxjk"
"Vestido para fiesta / cóctel ","https://es.wallapop.com/item/vestido-para-fiesta-coctel-869834222","https://es.wallapop.com/app/chat?itemId=8z84pkdvxl63"
"Botas mujer","https://es.wallapop.com/item/botas-mujer-869834208","https://es.wallapop.com/app/chat?itemId=qzmy0ekglgzv"
"Se venden zapatillas CONVERSE en perfecto estado ","https://es.wallapop.com/item/se-venden-zapatillas-converse-en-perfecto-estado-869834039","https://es.wallapop.com/app/chat?itemId=36exm109gqzd"
"Nike dunk low panda","https://es.wallapop.com/item/nike-dunk-low-panda-869833940","https://es.wallapop.com/app/chat?itemId=v6g23gwm7lze"
