"Название товара","Ссылка на продавца","Ссылка на чат"
"Se venden sofá 3+2 y 2 plazas,polipiel.","https://es.wallapop.com/item/se-venden-sofa-3-2-y-2-plazas-polipiel-872390817","https://es.wallapop.com/app/chat?itemId=wzvnddkxqqjl"
"IPhone7plus","https://es.wallapop.com/item/iphone7plus-872390806","https://es.wallapop.com/app/chat?itemId=nzx0ggm3w1z2"
"Baca y portaequipajes ","https://es.wallapop.com/item/baca-y-portaequipajes-872390794","https://es.wallapop.com/app/chat?itemId=8z84pprywr63"
"Bicicleta monty ","https://es.wallapop.com/item/bicicleta-monty-872392256","https://es.wallapop.com/app/chat?itemId=qzmy00n9rozv"
"Bicicleta spinning ","https://es.wallapop.com/item/bicicleta-spinning-872394163","https://es.wallapop.com/app/chat?itemId=36exmmv1xyzd"
"Samsung galaxy M13","https://es.wallapop.com/item/samsung-galaxy-m13-872394109","https://es.wallapop.com/app/chat?itemId=xzorww028wz9"
"máquina de palomitas ","https://es.wallapop.com/item/maquina-de-palomitas-872391681","https://es.wallapop.com/app/chat?itemId=xzorww0k57z9"
"Viola ","https://es.wallapop.com/item/viola-872391654","https://es.wallapop.com/app/chat?itemId=nzx0gg9dkez2"
"cama autobus","https://es.wallapop.com/item/cama-autobus-872391613","https://es.wallapop.com/app/chat?itemId=pj9500ed90ze"
"honor x8 nuevo 128g sin uso en caja nuevo","https://es.wallapop.com/item/honor-x8-nuevo-128g-sin-uso-en-caja-nuevo-872391529","https://es.wallapop.com/app/chat?itemId=qjwpgg9l8ezo"
"Bar-mapamundi","https://es.wallapop.com/item/bar-mapamundi-872391501","https://es.wallapop.com/app/chat?itemId=mzn877p47yzn"
"labavo ","https://es.wallapop.com/item/labavo-872395564","https://es.wallapop.com/app/chat?itemId=v6g233voq2ze"
"ropa de moto de mujer","https://es.wallapop.com/item/ropa-de-moto-de-mujer-872395534","https://es.wallapop.com/app/chat?itemId=8j3ekkgpk7z9"
"Vestido para boda","https://es.wallapop.com/item/vestido-para-boda-872395276","https://es.wallapop.com/app/chat?itemId=w67ynnexgy6x"
"Joie Spin 360","https://es.wallapop.com/item/joie-spin-360-872395205","https://es.wallapop.com/app/chat?itemId=qjwpgg92l4zo"
"Laptop","https://es.wallapop.com/item/laptop-872397136","https://es.wallapop.com/app/chat?itemId=9jd211vmn96k"
"camilla de masajes ","https://es.wallapop.com/item/camilla-de-masajes-872396799","https://es.wallapop.com/app/chat?itemId=nz0011dyk3zo"
"Mueble antiguo ","https://es.wallapop.com/item/mueble-antiguo-872397669","https://es.wallapop.com/app/chat?itemId=3zl1pp55mqjx"
"Queen Elizabeth II 2022 UK 1oz Silver Coin","https://es.wallapop.com/item/queen-elizabeth-ii-2022-uk-1oz-silver-coin-872397610","https://es.wallapop.com/app/chat?itemId=8j3ekkgge2z9"
"Kymco people S 125","https://es.wallapop.com/item/kymco-people-s-125-872397435","https://es.wallapop.com/app/chat?itemId=0j23ooegpr6y"
"Iphone Se para reparar","https://es.wallapop.com/item/iphone-se-para-reparar-872397421","https://es.wallapop.com/app/chat?itemId=3zl1pp5dlpjx"
"Máquina Pablo 1880","https://es.wallapop.com/item/maquina-pablo-1880-872397359","https://es.wallapop.com/app/chat?itemId=0j23ooeg7m6y"
"Casio gxw 56 ","https://es.wallapop.com/item/casio-gxw-56-872393240","https://es.wallapop.com/app/chat?itemId=v6g233v1r7ze"
"trajes de flamenca ","https://es.wallapop.com/item/trajes-de-flamenca-872390354","https://es.wallapop.com/app/chat?itemId=nzx0ggm1p5z2"
"ZAPATILLAS EXCLUSIVAS LIDl","https://es.wallapop.com/item/zapatillas-exclusivas-lidl-872390287","https://es.wallapop.com/app/chat?itemId=36exmmo3v8zd"
"RELOJ OMEGA ORO ","https://es.wallapop.com/item/reloj-omega-oro-872394917","https://es.wallapop.com/app/chat?itemId=wzvndd3gv4jl"
"Cocina eléctrica Zanussi","https://es.wallapop.com/item/cocina-electrica-zanussi-872396585","https://es.wallapop.com/app/chat?itemId=pj9500evv2ze"
"Habitación en alquiler","https://es.wallapop.com/item/habitacion-en-alquiler-872396555","https://es.wallapop.com/app/chat?itemId=p61ymmdqkd65"
"Cicleta Coluer 16","https://es.wallapop.com/item/cicleta-coluer-16-872396548","https://es.wallapop.com/app/chat?itemId=e65gdde9pgjo"
"2 mesas y 4 sillas ","https://es.wallapop.com/item/2-mesas-y-4-sillas-872396527","https://es.wallapop.com/app/chat?itemId=nz0011dyrrzo"
"cortadora de fiambres  profesional ","https://es.wallapop.com/item/cortadora-de-fiambres-profesional-872396513","https://es.wallapop.com/app/chat?itemId=pj9500ev42ze"
"Habitación en alquiler","https://es.wallapop.com/item/habitacion-en-alquiler-872393573","https://es.wallapop.com/app/chat?itemId=mzn877p882zn"
"Se vende IPhone 8","https://es.wallapop.com/item/se-vende-iphone-8-872393570","https://es.wallapop.com/app/chat?itemId=8z84ppe44163"
"s22 ultra 256 gb","https://es.wallapop.com/item/s22-ultra-256-gb-872390136","https://es.wallapop.com/app/chat?itemId=9jd211mokd6k"
"mesa de salon","https://es.wallapop.com/item/mesa-de-salon-872390101","https://es.wallapop.com/app/chat?itemId=mzn877erv7zn"
"cama eléctrica doble","https://es.wallapop.com/item/cama-electrica-doble-872390052","https://es.wallapop.com/app/chat?itemId=w67ynnrm396x"
"Altavoz Portátil Marshall Stocwell .Bluetooth - Bl","https://es.wallapop.com/item/altavoz-portatil-marshall-stocwell-bluetooth-bl-872390046","https://es.wallapop.com/app/chat?itemId=8z84pproq863"
"BRAUN Silk-Expert Pro 5 PL5124 IPL ","https://es.wallapop.com/item/braun-silk-expert-pro-5-pl5124-ipl-872390028","https://es.wallapop.com/app/chat?itemId=w67ynnrm896x"
"Piano digital YAMAHA YDP 144 como nuevo","https://es.wallapop.com/item/piano-digital-yamaha-ydp-144-como-nuevo-872391826","https://es.wallapop.com/app/chat?itemId=pzprxx7y1563"
"iPhone 12","https://es.wallapop.com/item/iphone-12-872391358","https://es.wallapop.com/app/chat?itemId=8j3ekkgvp7z9"
"CARRO DE CALADOS AUTOMÁTICO SILVER MOD. LC-2 ","https://es.wallapop.com/item/carro-de-calados-automatico-silver-mod-lc-2-872391285","https://es.wallapop.com/app/chat?itemId=pj9500ed5oze"
"Sierra circular","https://es.wallapop.com/item/sierra-circular-872391056","https://es.wallapop.com/app/chat?itemId=qzmy00v25ozv"
"Set Ping G5 2-PW + drive Nike + madera 3 Nike ","https://es.wallapop.com/item/set-ping-g5-2-pw---drive-nike---madera-3-nike-872391041","https://es.wallapop.com/app/chat?itemId=wzvnddkxp7jl"
"vendo mueble de salón ","https://es.wallapop.com/item/vendo-mueble-de-salon-872394696","https://es.wallapop.com/app/chat?itemId=e65gddeq3mjo"
"Ibanez ergodyne guitarra 6 cuerdas","https://es.wallapop.com/item/ibanez-ergodyne-guitarra-6-cuerdas-872394665","https://es.wallapop.com/app/chat?itemId=wzvndd3gr7jl"
"Cama estilo ""montessori"" y colchón.","https://es.wallapop.com/item/cama-estilo-montessori-y-colchon-872394648","https://es.wallapop.com/app/chat?itemId=e65gddeqvmjo"
"Casa en alquiler","https://es.wallapop.com/item/casa-en-alquiler-872394650","https://es.wallapop.com/app/chat?itemId=pzprxx7ky963"
"equipo de esqui ","https://es.wallapop.com/item/equipo-de-esqui-872390578","https://es.wallapop.com/app/chat?itemId=nzx0ggm13mz2"
"llantas audi","https://es.wallapop.com/item/llantas-audi-872392440","https://es.wallapop.com/app/chat?itemId=v6g233v4gmze"
"Vendo ","https://es.wallapop.com/item/vendo-872393921","https://es.wallapop.com/app/chat?itemId=3zl1pp5132jx"
"Grua personas ","https://es.wallapop.com/item/grua-personas-872393898","https://es.wallapop.com/app/chat?itemId=pzprxx7re463"
"Silla ligera McLaren ","https://es.wallapop.com/item/silla-ligera-mclaren-872393894","https://es.wallapop.com/app/chat?itemId=8z84ppe43l63"
"Carrito de bebé Rider de Jane en perfecto estado ","https://es.wallapop.com/item/carrito-de-bebe-rider-de-jane-en-perfecto-estado-872393852","https://es.wallapop.com/app/chat?itemId=w67ynneypw6x"
"Carrito Joolz Hub+","https://es.wallapop.com/item/carrito-joolz-hub-872393836","https://es.wallapop.com/app/chat?itemId=9jd211v2q26k"
"MESA DE CENTRO TAILANDESA ","https://es.wallapop.com/item/mesa-de-centro-tailandesa-872394470","https://es.wallapop.com/app/chat?itemId=8z84ppek3l63"
